job_title,job_Desc
Generative AI Engineer,"About the job
Company Overview:
We are a dynamic and innovative technology company leveraging cutting-edge cloud technologies and generative AI to create groundbreaking solutions that address complex challenges across various industries. We are seeking a skilled AI Engineer to to drive the architecture and development of our AI/ML applications, contributing to our growth and success.

Role Overview:
You will collaborate closely with cross-functional teams to design, develop, and deploy innovative solutions that harness the power of AI and generative technologies. Your technical expertise, leadership skills, and passion for pushing boundaries will be instrumental in achieving our goals.

Responsibilities:

Lead the design, architecture, and development of AI/ML applications using cloud technologies and generative AI techniques.
Collaborate with product managers, data scientists, and end user to define application requirements, user experiences, and technical specifications.
Mentor and guide a team of software engineers, fostering a culture of innovation, learning, and continuous improvement.
Drive technical excellence, code quality, and best practices within the team.
Stay abreast of the latest advancements in AI/ML, cloud technologies, and software engineering trends, and incorporate relevant technologies into the development process.
Collaborate with teams to ensure seamless deployment, scaling, and operation of applications in cloud environments.
Actively participate in code reviews, providing constructive feedback and promoting code quality standards.
Lead performance optimization efforts and address technical challenges to ensure the reliability and scalability of AI/ML applications.
Contribute to the creation of technical documentation, including architectural diagrams, design specifications, and user guides.

Qualifications:

Bachelor's or Master's degree in Computer Science, Engineering, or a related field.
Proven track record of architecting and developing software applications, preferably chatbots, information retrieval , enterprise search applications.
Experience with extracting and organizing information from unstructured documents like pdf, word, text files.
Experience working on information retrieval applications based on natural language queries.
You have knowledge or experience working with vector databases.
Strong programming skills in languages such as Python.
Understanding of LLM's and prompt engineering is desired with 3-4 months of hands on experience
Experience with deployment of AI applications on cloud using CI/CD tools 
Excellent problem-solving skills and ability to think critically and analytically.
Strong communication and collaboration skills, with the ability to work effectively across cross-functional teams.
Demonstrated ability to manage multiple priorities and meet deadlines in a fast-paced environment.

Job Location: Noida (5 days in office)"
Machine Learning Architect,"About the job
Job Description – Machine Learning Architect

Informatica is on a journey to leverage generative AI to simplify cloud data management. Machine Learning Architect will be responsible for driving the overall architecture and pipelines to enable Machine Learning engineers to build, train and deploy Models at scale across multiple cloud services providers in a cloud agnostic manner. This role is highly visible and critical to leapfrog Informatica’s AI journey.

Responsibilities: 
Drive architecture and design for AI and ML related model pipelines, and services
Collaborate closely with cross-functional internal teams, including stakeholders, to identify opportunities for developing end-to-end AI architectures for diverse industry scenarios.
Passion for applying state-of-the art AI algorithms to real-world problems.
Stay up-to-date with the latest developments in AI and related fields, evaluate new developments and technologies for potential integration into existing and future architecture
Responsible for providing solutions that foster ML Engineer developer productivity.
Lead the development and deployment of machine learning models, deep learning algorithms, and other AI/ML techniques. Ensure best practices for model training, testing, and validation are followed.

Requirements: 
Understanding of overall architecture of Transformer models, including LLMs.
Deep experience building and scaling platform centric infrastructure is desired.
Experience in building and scaling ML Ops pipelines with good understanding of ML registry and versioning.
Familiarity with modern techniques for Language Understanding, and other Machine Learning and AI technologies
Working well with local and global team of engineers, researchers, and product managers.
Masters degree in Computer Science, Electrical Engineering or related fields with focus on AI and machine learning.
7+ years of industry and research experience in Artificial Intelligence and Machine Learning
Experience with AWS, Google or Azure is Required
Experience and understanding of modern ML pipelines using Kubeflow, KServe, Hugging Face, and similar toolkits is preferred.

Perks & Benefits :
  Comprehensive health, vision, and wellness benefits (Paid parental leave, adoption benefits, life insurance, disability insurance and 401k plan or international pension/retirement plans
Flexible time-off policy and hybrid working practices
Tuition reimbursement program to support your and personal growth
Equity opportunities and an employee stock purchase program (ESPP)
Comprehensive Mental Health and Employee Assistance Program (EAP) benefit

We're guided by our DATA values and we are passionate about building and delivering solutions that accelerate data innovations. At Informatica, we know diversity drives innovation. We are proud to be an Equal Opportunity Employer dedicated to maintaining a work environment free from discrimination, one where all employees are treated with dignity.

Informatica (NYSE: INFA), an Enterprise Cloud Data Management leader, brings data to life by empowering businesses to realize the transformative power of their most critical assets. We have pioneered the Informatica Intelligent Data Management Cloud™ (IDMC) that manages data across any multi-cloud, hybrid system, democratizing data to advance business strategies. Customers in over 100 countries and 85 of the Fortune 100 rely on Informatica. www.informatica.com. Connect with LinkedIn, Twitter, and Facebook. 

Informatica. Where data comes to life."
Artificial Intelligence Engineer,"About the job
Title: AI Scientist - R&D (30-50 L)
Work Exp: 4-7 years
Location: Bengaluru.
Must have worked on: Foundational Models and Computer Vision.

Experience in Research projects or a Fellowship would be an advantage.

The AI Scientist will be involved in the research and development of various fundamental algorithms to analyze and interpret healthcare data. Work with a team of AI scientists to design the algorithm, implement, customize, and fine-tune for application into products.

Responsibilities:
• Optimize deep learning models for deployment across platforms - cloud, on-premises and IoT.
• Apply scientific rigor to create analytical and clinical evidence of the performance of existing and new algorithms.
• Assist in AI Deployment, optimization, maintenance and testing of algorithm modules for real applications.
• Involve in the submission of papers.
• Ideate and develop novel technical advances at the intersection of AI and healthcare.
• File patents for innovative ideas & and solutions.
• Demonstrate algorithms to meet accuracy requirements through statistical analyses
and error estimation.
• Contribute to the AI expertise by keeping up to date with the latest advances in the
field of computer vision, natural language processing and deep learning.
• Create and execute novel synthetic and non-synthetic data acquisition protocols to
solve problems in health care with AI.

Skills:
• PhD/MS/bachelor’s degree in mathematics, Computer Vision, Computer Science.
• 4 –7 Years of Experience and excellent skills in Machine Learning and Deep Learning.
• A broader domain of statistics will be an advantage.
• Implementation experience with a variety of high-level languages.
• Detail-oriented, eager to learn, acquire new skills."
Artificial Intelligence /Machine Learning & Language Model Developer,"About the job
HP is the world’s leading personal systems and printing company, we create technology that makes life better for everyone, everywhere. Our innovation springs from a team of individuals, each collaborating and contributing their own perspectives, knowledge, and experience to advance the way the world works and lives.

We are looking for visionaries, like you, who are ready to make a purposeful impact on the way the world works.

At HP, the future is yours to create!

Job Description -

This role is for an experienced Artificial Intelligence Engineer on the Marketing Data Science team at HP. This individual will be responsible for helping the team to shape its AI strategy, specifically through the creation of AI models, such as Large Language models (LLMs) and Natural Language Processing (NLP), for Marketing. Marketers are tasked with combing through tons of research and data to find appropriate insights; there is oftentimes too much information and too little time. This individual will provide Marketers with curated AI tools that help them to have the right information at the right time to make the best decisions. This is a fantastic opportunity to be part of cutting-edge AI work that enables Marketing to drive innovation and business growth.

Locations: Bangalore/Gurgaon/Delhi, On-site or Hybrid

Education And Experience

MS in Computer Science with an AI emphasis, or related field
Total 8+ years of experience and 2+ years of experience in applying AI to corporate technology solutions.
Experience with cloud environments (Amazon Web Services, Google Cloud, Azure, Databricks)

Responsibilities

Design the architecture and environment to enable AI models to run
Assess which environments are most appropriate, whether current compute is sufficient, whether we should choose an existing model or pretrain our own
Lead AI model construction to both evolve existing capabilities and create new ones
Apply AI to Marketing use cases to improve customer intelligence and data analytics
Teach Data Scientists how to use the created LLMs to analyze structured and unstructured data
Build AI applications and interfaces at scale for the bigger Marketing organization to use
Advise the team on best practices for AI models (i.e. parameters, data structure, etc.)
Evaluate LLM performance using different applications and file formats to identify the best solution
Debug and identify causality for issues in the AI results
Research new AI models and trends to understand how we can maximize the usage of our existing models and/or whether we should adopt new models
Knowledge And Skills

Strong knowledge of ML and Deep Learning in the context of LLMs, NLPs and chatbots
Experience working with AI models using real-life (“industry”) data
Expert Python skills (PyTorch/TensorFlow, Pandas, NumPy, Matplotlib, creating functions)
Mastery in tool usage (AWS, Jupyter notebook, Streamlit or similar UIs)
Expertise in building and fine-tuning LLMs; experience with PEFT methods and alignment with human feedback (RLHF)
Expertise in Prompt Engineering using various AI models
Understanding of the differences and advantages of Llama, Falcon, and other open source LLMs
Experience utilizing structured and unstructured data in LLMs (CSV, Json, TXT, PDF)
Mastery in database engineering (Relational and Vector databases/Embeddings)
Proficiency in AI frameworks (Langchain, Agents, Transformer Architecture etc.)
Experience utilizing both Generative and Discriminative AI models for data querying and representation

In-depth knowledge of big data platforms, statistical software and machine learning algorithms packages

Sustainable impact is HP’s commitment to create positive, lasting change for the planet, its people, and our communities. This serves as a guiding principle for delivering on our corporate vision – to create technology that makes life better for everyone, everywhere.

HP is a Human Capital Partner – we commit to human capital development and adopting progressive workplace practices in India.

About HP

You’re out to reimagine and reinvent what’s possible—in your career as well as the world around you.

So are we. We love taking on tough challenges, disrupting the status quo, and creating what’s next. We’re in search of talented people who are inspired by big challenges, driven to learn and grow, and dedicated to making a meaningful difference.

HP is a technology company that operates in more than 170 countries around the world united in creating technology that makes life better for everyone, everywhere.

Our history: HP’s commitment to diversity, equity and inclusion – it's just who we are.

From the boardroom to factory floor, we create a culture where everyone is respected and where people can be themselves, while being a part of something bigger than themselves. We celebrate the notion that you can belong at HP and bring your authentic self to work each and every day. When you do that, you’re more innovative and that helps grow our bottom line. Come to HP and thrive!"
Data Science Engineer/Senior Data Science Engineer - Python/Machine Learning,"About the job
This job is sourced from a job board. Learn More
Title : Data Science Engineer / Senior Data Science Engineer

Location : Permanent work from home

Senior Data Science Engineer

In This Role You Will

 Work closely with a team of machine learning engineers to develop software tools and automation frameworks that enable data scientists and analysts to deliver credit lending analysis, e.g., risk analysis, economic forecasts, fairness analysis, credit policy analysis.
 Collaborate with a cross-functional team of customer-facing teammates to ensure that the tools meet the needs of internal and external customers and are scalable, efficient, and user-friendly.

We Are Looking For

 A minimum of a bachelor's degree in a mathematical, computational, engineering, or computer science field, e.g., Applied Mathematics, Computational Physics, Computer Science.
 Overseas study/work experience is a plus.
 High proficiency with data wrangling, analysis, visualization, and code development using Pandas and Numpy in Python. Comfortable working through software edge enhancements and bug fixes, e.g., extending classes, unit test coverage, code debugging, interpreting stack trace errors.
 Exceptional communication skills, with the ability to quickly understand problems, interpret results, and explain next steps/outcomes to technical Zest-based collaborators.
 Proficient statistical and analytical ability (e.g., basic college level math & statistics) to tackle data-driven problems.
 Ability to manage and deliver multiple projects within their timelines.
 Nice to have: Knowledge about ML algorithms (regressions, tree-based models, supervised/unsupervised learning, feature engineering, etc.).

Technical Requirements

 Data Science & Analytics: Python, Pandas, Numpy, Jupyter notebook
 Software development processes: Git, Linux

(ref:hirist.com)"
AI Engineer,"About the job
667077BR

Introduction

At IBM, we're revolutionizing our approach to technology sales. Our Client Engineering teams are champions of co-creating solutions in real-time to solve complex business challenges.

As an AI Engineer within our Client Engineering team, you'll harness your unique skills and perspectives to engage in the development and deployment of AI systems using our watsonx platform, creating 4-to-6-week pilots for clients, and contributing to IBM's story of growth and innovation.

In this role, you'll partner with technical leaders across IBM and drive client engagements with a curiosity that sparks innovation and learning. Your contributions will form a cornerstone in our sales strategy, facilitating rapid client delivery and product innovation.

At IBM the possibilities are endless. We offer extensive onboarding and ongoing development, fostering an environment where you can thrive and shape your own career trajectory. Surrounded by a supportive team, you'll be integral in creating user-centric, compelling pilots that lead clients to continually invest in IBM’s people, products, and services.

Your Role and Responsibilities

An AI Solution Engineer at IBM is not just a job title - it's a mindset. You'll leverage the watsonx platform to co-create AI value with clients, focusing on technology patterns to enhance repeatability and delight clients.

We are seeking an experienced and innovative AI Solution Engineer to be specialized in foundation models and large language models. In this role, you will be responsible for architecting and delivering AI solutions using cutting-edge technologies, with a strong focus on foundation models and large language models. You will work closely with customers, product managers, and development teams to understand business requirements and design custom AI solutions that address complex challenges.

Success is our passion, and your accomplishments will reflect this, driving your career forward, propelling your team to success, and helping our clients to thrive.

Day-to-Day Duties


Proof of Concept (POC) Development: Develop POCs to validate and showcase the feasibility and effectiveness of the proposed AI solutions. Collaborate with development teams to implement and iterate on POCs, ensuring alignment with customer requirements and expectations.
Customer Engagement and Support: Act as a technical point of contact for customers, addressing their questions, concerns, and feedback. Provide technical support during the solution deployment phase and offer guidance on AI-related best practices and use cases.
Documentation and Knowledge Sharing: Document solution architectures, design decisions, implementation details, and lessons learned. Create technical documentation, white papers, and best practice guides. Contribute to internal knowledge sharing initiatives and mentor new team members.
Industry Trends and Innovation: Stay up to date with the latest trends and advancements in AI, foundation models, and large language models. Evaluate emerging technologies, tools, and frameworks to assess their potential impact on solution design and implementation.


Required Technical and Professional Expertise


Education: Bachelor's, Master's, or Ph.D. degree in Computer Science, Artificial Intelligence, or a related field.
Experience: Proven experience in designing and delivering AI solutions, with a focus on foundation models, large language models, or similar technologies. Experience in natural language processing (NLP) and text analytics is highly desirable.
Technical Skills: Strong programming skills, with proficiency in Python and experience with AI frameworks such as TensorFlow, PyTorch, or Hugging Face. Understanding in the usage of libraries such as SciKit Learn, Pandas, Matplotlib, etc. Familiarity with cloud platforms (e.g., AWS, Azure, GCP) and related services is a plus.
Solutioning Experience: Experience in solution architecture and design, translating business requirements into technical specifications, and developing scalable and robust AI solutions.
Business Acumen: Ability to understand customer needs and business objectives. Experience in working closely with customers and translating their requirements into effective AI solutions.
Soft Skills: Excellent interpersonal and communication skills. Engage with stakeholders for analysis and implementation. Commitment to continuous learning and staying updated with advancements in the field of AI.
Growth mindset: Demonstrate a growth mindset to understand clients' business processes and challenges


Preferred Technical And Professional Expertise


Experience in full AI project lifecycle, from research and prototyping to deployment in production environments.
Familiarity with Agile development methodologies
Experience with AI and/or data governance
Experience with building business automation or digital labor solutions
Experience with building customer care solutions/digital assistants
Experience with Ansible
Experience with Red Hat OpenShift
Experience with Kubernates
Experience with vector DB’s or open file formats like parquet ,avro or orc
Experience with Apache Iceberg
Experience with key value (redis)
Proficient in spoken & reading Spanish/German/French/Portuguese language


About Business Unit

IBM has a global presence, operating in more than 175 countries with a broad-based geographic distribution of revenue. The company’s Global Markets organization is a strategic sales business unit that manages IBM’s global footprint, working closely with dedicated country-based operating units to serve clients locally. These country teams have client relationship managers who lead integrated teams of consultants, solution specialists and delivery professionals to enable clients’ growth and innovation. By complementing local expertise with global experience and digital capabilities, IBM builds deep and broad-based client relationships. This local management focus fosters speed in supporting clients, addressing new markets and making investments in emerging opportunities. Additionally, the Global Markets organization serves clients with expertise in their industry as well as through the products and services that IBM and partners supply. IBM is also expanding its reach to new and existing clients through digital marketplaces.

This job requires you to be fully COVID-19 vaccinated prior to your start date and proof of vaccination status will be required before your start date. During the Onboarding process you will be asked to confirm your vaccination status, in case you are unable to get vaccinated for any reason, you can let us know at that stage. Please let us know if you are unable to be vaccinated due to medical or religious reasons. IBM will consider such requests on a case by case basis subject to submission of required proof by the candidate before a stipulated date.

Your Life @ IBM

In a world where technology never stands still, we understand that, dedication to our clients success, innovation that matters, and trust and personal responsibility in all our relationships, lives in what we do as IBMers as we strive to be the catalyst that makes the world work better.

Being an IBMer means you’ll be able to learn and develop yourself and your career, you’ll be encouraged to be courageous and experiment everyday, all whilst having continuous trust and support in an environment where everyone can thrive whatever their personal or professional background.

Our IBMers are growth minded, always staying curious, open to feedback and learning new information and skills to constantly transform themselves and our company. They are trusted to provide on-going feedback to help other IBMers grow, as well as collaborate with colleagues keeping in mind a team focused approach to include different perspectives to drive exceptional outcomes for our customers. The courage our IBMers have to make critical decisions everyday is essential to IBM becoming the catalyst for progress, always embracing challenges with resources they have to hand, a can-do attitude and always striving for an outcome focused approach within everything that they do.

Are you ready to be an IBMer?

About IBM

IBM’s greatest invention is the IBMer. We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an open hybrid cloud and AI strategy to life for our clients and partners around the world.Restlessly reinventing since 1911, we are not only one of the largest corporate organizations in the world, we’re also one of the biggest technology and consulting employers, with many of the Fortune 50 companies relying on the IBM Cloud to run their business. At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain. Now it’s time for you to join us on our journey to being a responsible technology innovator and a force for good in the world.

Location Statement

When applying to jobs of your interest, we recommend that you do so for those that match your experience and expertise. Our recruiters advise that you apply to not more than 3 roles in a year for the best candidate experience.

For additional information about location requirements, please discuss with the recruiter following submission of your application.

Being You @ IBM

IBM is committed to creating a diverse environment and is proud to be an equal-opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender, gender identity or expression, sexual orientation, national origin, caste, genetics, pregnancy, disability, neurodivergence, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status."
Lead Generative AI Engineer - Large-Scale AI Model (India),"About the job
Location: Bangalore, India 

Type of Job: Full-time 

About Krutrim: Building AI computing for the future

Krutrim, a part of the Ola group, is working on creating the AI computing stack of the future. We endeavor to deliver a state-of-the-art AI computing stack that encompasses the AI computing infrastructure, AI Cloud, foundational models, and AI-powered end applications for the Indian market.

Our envisioned AI computing stack can empower consumers, startups, enterprises and scientists across the world to build their end AI applications or AI models. While we are building foundational models across text, voice, and vision relevant to our focus markets, we are also developing AI training and inference platforms that enable AI research and development across industry domains.

The platforms being built by Krutrim have the potential to impact millions of lives in India, across income and education strata, and across languages.

The team at Krutrim represents a convergence of talent across AI research, Applied AI, Cloud Engineering, and semiconductor design. Our teams operate from three locations: Bangalore, Singapore & San Francisco.

Job Description:
We are looking for an experienced Lead Generative AI Engineer to train, optimize, scale, and deploy a variety of generative AI models such as large language models, voice/speech foundation models, vision and multi-modal foundation models using cutting-edge techniques and frameworks. In this hands-on role, you will architect and implement state of art neural architecture, robust training and inference infrastructure to efficiently take complex models with billions of parameters to production while optimizing for low latency, high throughput, and cost efficiency.

Key Responsibilities:
Architect and refine foundation model infrastructure to support the deployment of optimized AI models with a focus on C/C++, CUDA, and kernel-level programming enhancements.
Implement state-of-the-art optimization techniques, including quantization, distillation, sparsity, streaming, and caching, for model performance enhancements.
Spearhead the development of Vision pipelines, ensuring scalable training and inference workflows of 10s and 100s of billions of parameter foundation models.
Should be able to innovate for the state-of-the-art architectures involving Panoptic Segmentation, Image Classification and Image Generation. It is expected that the candidate experiments with the internals of Vision Transformers and convolutional Models like ConvNext, CLIP, Visual Question Answering (VQA) and Diffusion Models. Practice around AI Arts, Image Prompts, Conditional Image Generation will be an additional advantage. 
Execute training and inference processes with a key emphasis on minimizing latency and maximizing throughput, utilizing GPU clusters and custom hardware.
Innovate on current model deployment platforms, employing AWS, GCP, and GPU clusters, to enable high scalability and responsiveness.
Integrate and tailor frameworks such as PyTorch, TensorFlow, DeepSpeed, and FSDP for the advancement of super-fast model training and inference.
Advance the deployment infrastructure with MLOps frameworks such as KubeFlow, MosaicML, Anyscale, Terraform, ensuring robust development and deployment cycles.
Enhance post-deployment mechanisms with exhaustive testing, real-time monitoring, and sophisticated explainability and robustness checks.
Drive continuous improvement initiatives for deployed models with automated pipelines for drift detection and performance degradation.
Lead the charge in model management, encompassing version control, reproducibility, and lineage tracking.
Cultivate a culture of high-performance computing and optimization within the AI/ML domain, propagating best practices and knowledge sharing.

Qualifications:
Ph.D. with 5+ years or MS with 8+ years of experience in ML Engineering, Data Science, or related fields.
Demonstrated expertise in high-performance computing with proficiency in Python, C/C++, CUDA, and kernel-level programming for AI applications.
Extensive experience in the optimization of training and inference for large-scale AI models, including practical knowledge of quantization, distillation, and Vision Pipelines.
It will be of additional benefit if the Candidate understands Diffusion Models (DDPM), Variational Autoencoders, Bayesian Modelling, Stochastic Variational Inference (SVI) and Reinforcement Learning.
Experience in building 10s and 100s of billions of parameters generative AI foundation models 
AI training job scheduling, orchestration, and management via SLURM and Kubeflow. 
Proven success in deploying optimized ML systems on a large scale, utilizing cloud infrastructures and GPU resources.
In-depth understanding and hands-on experience with advanced model optimization frameworks such as DeepSpeed, FSDP, PyTorch, TensorFlow, and corresponding MLOps tools.
Familiarity with contemporary MLOps frameworks like MosaicML, Anyscale, Terraform, and their application in production environments.
Strong grasp of state-of-the-art ML infrastructures, deployment strategies, and optimization methodologies.
An innovative problem-solver with strategic acumen and a collaborative mindset.
Exceptional communication and team collaboration skills, with an ability to lead and inspire."
Artificial Intelligence Engineer,"About the job
Company Overview

KLA is a global leader in diversified electronics for the semiconductor manufacturing ecosystem. Virtually every electronic device in the world is produced using our technologies. No laptop, smartphone, wearable device, voice-controlled gadget, flexible screen, VR device or smart car would have made it into your hands without us. KLA invents systems and solutions for the manufacturing of wafers and reticles, integrated circuits, packaging, printed circuit boards and flat panel displays. The innovative ideas and devices that are advancing humanity all begin with inspiration, research and development. KLA focuses more than average on innovation and we invest 15% of sales back into R&D. Our expert teams of physicists, engineers, data scientists and problem-solvers work together with the world’s leading technology providers to accelerate the delivery of tomorrow’s electronic devices. Life here is exciting and our teams thrive on tackling really hard problems. There is never a dull moment with us.

Design and develop machine learning software solutions for semiconductor device and thin film metrology
Work with both internal and external customers to define requirements for these software solutions
Build machine learning-based software solutions
Optimize algorithms and prototypical solutions for efficient implementation
Design, develop, implement, oversee, and adapt API
Extend prototypes into fully functional, polished solutions ready for internal and/or external use
Implement solutions in Python with TensorFlow
Write comprehensive unit tests and provide technical support during alpha and beta testing
Document the design and implementation of the software solutions, and give presentations both internally and externally regarding the work
Maintain new and existing software solutions throughout the life-cycle of our tools

Preferred Qualifications:
Strong background in machine learning using regression models and TensorFlow framework
Background in software architecture, modern development practices, and design patterns
Background in Python or C#, especially in writing production-quality, object-oriented code
Background in parallel / distributed computing, performance profiling, and memory optimization
Experience in API development is a plus
Experience in Azure DevOps is a plus
Experience in computational physics and numerical simulations is a plus
Experience in semiconductors (electrical properties, manufacturing, and metrology) is a plus
Ability and willingness to travel worldwide to support projects at customer sites is a plus

Minimum Qualifications
Doctorate (Academic) Degree and 0 years related work experience
MS/M.Tech Degree and related work experience of 3 years
B.Tech/BE Degree and related work experience of 5 years

We offer a competitive, family friendly total rewards package. We design our programs to reflect our commitment to an inclusive environment, while ensuring we provide benefits that meet the diverse needs of our employees. 

KLA is proud to be an equal opportunity employer"
Artificial Intelligence /Machine Learning- Full Stack Developer,"About the job
HP is the world’s leading personal systems and printing company, we create technology that makes life better for everyone, everywhere. Our innovation springs from a team of individuals, each collaborating and contributing their own perspectives, knowledge, and experience to advance the way the world works and lives.

We are looking for visionaries, like you, who are ready to make a purposeful impact on the way the world works.

At HP, the future is yours to create!

Job Description

Artificial Intelligence / Machine Learning Full Stack Developer

This role is for an experienced Artificial Intelligence Full Stack Developer on the Marketing Data Science team at HP. This individual will be responsible for helping the team to shape its AI strategy, specifically through developing AI UI interfaces and web applications that help Marketers to best use the models.

Marketers are tasked with combing through tons of research and data to find appropriate insights; there is oftentimes too much information and too little time. This individual will provide Marketers with curated AI tools that help them to have the right information at the right time to make the best decisions. This is a fantastic opportunity to be part of cutting-edge AI work that enables Marketing to drive innovation and business growth.

Locations: Bangalore/Gurgaon/Delhi, On-site or Hybrid

Education And Experience

MS in Computer Science with an AI emphasis, or related field
Total 8+ Yrs. of experience and 2+ years of experience in applying AI to corporate technology solutions.
2+ years of experience building web apps suitable for Non-Technical users

Responsibilities

Build the front-end of applications through engaging visual design
Develop and manage well-functioning databases and applications
Test software to ensure responsiveness and efficiency
Work with Data Science team members to ideate new UI solutions for Marketing use cases
Lead AI model construction to both evolve existing capabilities and create new ones
Apply AI to Marketing use cases to improve customer intelligence and data analytics
Advise the team on best practices for AI models (i.e. parameters, data structure, etc.)
Evaluate AI model performance using different applications and file formats to identify the best solution

Knowledge And Skills

Proven experience as a Full Stack Developer or similar position
Expertise in both front-end (HTML/CSS, JavaScript, XML, React) and back-end (Python, SQL, Java) languages
Experience with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache) and UI/UX design
Strong knowledge of ML and Deep Learning in the context of LLMs, NLPs and chatbots
Expert Python skills (PyTorch/TensorFlow, Pandas, NumPy, Matplotlib, creating functions)
Experience working with AI models using real-life (“industry”) data
Mastery in tool usage (AWS, Jupyter notebook, Streamlit or similar UIs)
Experience with cloud environments (Amazon Web Services, Google Cloud, Azure, Databricks
Mastery in database engineering (Relational and Vector databases)
Proficiency in AI frameworks (Langchain, Agents, Transformer Architecture etc.)
Experience in program leadership, governance and change enablement.

Sustainable impact is HP’s commitment to create positive, lasting change for the planet, its people, and our communities. This serves as a guiding principle for delivering on our corporate vision – to create technology that makes life better for everyone, everywhere.

HP is a Human Capital Partner – we commit to human capital development and adopting progressive workplace practices in India.

About HP

You’re out to reimagine and reinvent what’s possible—in your career as well as the world around you.

So are we. We love taking on tough challenges, disrupting the status quo, and creating what’s next. We’re in search of talented people who are inspired by big challenges, driven to learn and grow, and dedicated to making a meaningful difference.

HP is a technology company that operates in more than 170 countries around the world united in creating technology that makes life better for everyone, everywhere.

Our history: HP’s commitment to diversity, equity and inclusion – it's just who we are.

From the boardroom to factory floor, we create a culture where everyone is respected and where people can be themselves, while being a part of something bigger than themselves. We celebrate the notion that you can belong at HP and bring your authentic self to work each and every day. When you do that, you’re more innovative and that helps grow our bottom line. Come to HP and thrive!"
"Engineer 1, Machine Learning","About the job
R377605

Comcast brings together the best in media and technology. We drive innovation to create the world's best entertainment and online experiences. As a Fortune 50 leader, we set the pace in a variety of innovative and fascinating businesses and create career opportunities across a wide range of locations and disciplines. We are at the forefront of change and move at an amazing pace, thanks to our remarkable people, who bring cutting-edge products and services to life for millions of customers every day. If you share in our passion for teamwork, our vision to revolutionize industries and our goal to lead the future in media and technology, we want you to fast-forward your career at Comcast.

Job Summary

Responsible for collaborating effectively with peers to contribute to the team's machine learning algorithm development and the software development process. Participates in the evaluation of accuracy and functionality of machine learning algorithms as a part of a larger team. Contributes to translating application requirements into machine learning problem statements. Analyzes and evaluates solutions both internally generated as well as third party supplied. Collaborates with peers to develop ways to use machine learning to solve problems and discover new products, working on a portion of the problem and collaborating with more senior researchers and engineers as needed. Works with moderate guidance in own area of knowledge.

Job Description

Core Responsibilities


Contributes as part of a team to the training of machine learning models, validation of the accuracy of the machine learning models once trained and deployment of validated machine learning models into production.
Contributes as part of a team to the implementation, refinement and validation of machine learning algorithms for products and applications.
Contributes as part of a team to designs and development of data pipelines consisting of data ingest, data validation, data cleaning and data monitoring.
Researches, writes and edits documentation and technical requirements, including evaluation plans, confluence pages, white papers, presentations, test results, technical manuals, formal recommendations and reports. Contributes to the company by creating patents, Application Programming Interfaces (APIs) and other intellectual property.
Contributes to the testing and evaluation of solutions presented to the Company by various internal and external partners and vendors. Contributes to case studies, testing and reporting.
Works with more senior researchers and engineers to design proof of concept solutions and contribute to studies to support future product or application development.
Consistent exercise of independent judgment and discretion in matters of significance.
Regular, consistent and punctual attendance. Must be able to work nights and weekends, variable schedule(s) and overtime as necessary.
Other duties and responsibilities as assigned.


Employees at all levels are expected to:


Understand our Operating Principles; make them the guidelines for how you do your job.
Own the customer experience - think and act in ways that put our customers first, give them seamless digital options at every touchpoint, and make them promoters of our products and services.
Know your stuff - be enthusiastic learners, users and advocates of our game-changing technology, products and services, especially our digital tools and experiences.
Win as a team - make big things happen by working together and being open to new ideas.
Be an active part of the Net Promoter System - a way of working that brings more employee and customer feedback into the company - by joining huddles, making call backs and helping us elevate opportunities to do better for our customers.
Drive results and growth.
Respect and promote inclusion & diversity.
Do what's right for each other, our customers, investors and our communities.


Disclaimer:


This information has been designed to indicate the general nature and level of work performed by employees in this role. It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications.


Comcast is proud to be an equal opportunity workplace. We will consider all qualified applicants for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, disability, veteran status, genetic information, or any other basis protected by applicable law.

Education

Bachelor's Degree

While possessing the stated degree is preferred, Comcast also may consider applicants who hold some combination of coursework and experience, or who have extensive related professional experience.

Relevant Work Experience

0-2 Years

Base pay is one part of the Total Rewards that Comcast provides to compensate and recognize employees for their work. Most sales positions are eligible for a Commission under the terms of an applicable plan, while most non-sales positions are eligible for a Bonus. Additionally, Comcast provides best-in-class Benefits. We believe that benefits should connect you to the support you need when it matters most, and should help you care for those who matter most. That’s why we provide an array of options, expert guidance and always-on tools, that are personalized to meet the needs of your reality – to help support you physically, financially and emotionally through the big milestones and in your everyday life. Please visit the compensation and benefits summary on our careers site for more details."
